ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Days Subscribed,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count
23655,ESC,Limited,RENEWAL,Web,35.97,USD,1/13/20,7/13/20,182,No,No,NULL,NULL,On,Europe,Consumer,Web,No,Yes,1,1,0,1,0
23669,POR,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/21/20,6/21/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,1,0,1,0
23675,ESC,Limited,INITIAL_PURCHASE,Web,38.49,USD,3/27/20,6/27/20,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0
23676,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,12/12/19,3/12/20,91,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0
23678,FRA,Limited,RENEWAL,Web,79,USD,7/22/19,11/26/19,127,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,0,0,0,0
23687,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/24/20,3/24/21,365,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0
23689,TGL,Limited,RENEWAL,Web,79,USD,11/18/19,5/18/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,0,0,0,0
23691,ESP,Limited,RENEWAL,Web,35.97,USD,1/10/20,7/10/20,182,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0
23694,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/6/20,5/6/20,90,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,26,6,2,3,1
23703,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/17/19,3/17/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
23714,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/16/20,6/16/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,0,0,0,0
23718,ENG,Limited,RENEWAL,Web,79,USD,5/5/19,12/7/19,216,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,7,0,0,0,0
23719,ITA,Limited,RENEWAL,Web,79,USD,8/12/19,5/22/20,284,No,Yes,8/12/19,8/15/19,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
23724,ESP,Limited,INITIAL_PURCHASE,Web,174.88,USD,7/14/19,10/14/19,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
23731,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/1/19,10/1/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
23736,DEU,Limited,RENEWAL,Web,35.97,USD,11/28/19,5/28/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,4,0,0,0,0
23763,ITA,Limited,RENEWAL,Web,79,USD,8/11/19,5/14/20,277,No,Yes,8/11/19,8/14/19,On,US/Canada,Consumer,Web,Yes,Yes,10,10,0,3,0
23769,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/19/19,12/19/19,91,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
23775,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/1/20,6/27/20,147,No,Yes,2/1/20,2/4/20,On,Other,Consumer,Web,No,Yes,7,0,0,0,0
23784,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/9/19,2/9/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,3,1,1,1,1
23790,POR,Limited,RENEWAL,Web,35.97,USD,1/6/20,7/6/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,15,10,4,2,1
23805,FRA,Limited,RENEWAL,Web,79,USD,6/20/19,12/23/19,186,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,31,1,1,1,1
23815,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/2/20,5/2/20,90,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,24,6,3,4,2
23817,JPN,Limited,RENEWAL,Web,79,USD,2/12/19,2/12/20,365,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,1,0,0,0,0
23818,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,12/19/19,3/19/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,46,32,3,4,1
23819,ESP,Limited,RENEWAL,Web,35.97,USD,1/1/20,7/1/20,182,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0
23823,ESP,Limited,RENEWAL,Web,79,USD,3/27/19,9/27/19,184,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,82,0,0,0,0
23827,RUS,Limited,RENEWAL,Web,79,USD,8/11/19,5/11/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0
23830,ENG,Limited,RENEWAL,Web,79,USD,7/5/19,1/5/20,184,No,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
23843,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/31/20,6/30/20,91,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,1,0,0,0,0
23852,ESP,Limited,RENEWAL,Web,79,USD,12/27/18,12/27/19,365,No,No,NULL,NULL,On,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
23859,ESP,Limited,RENEWAL,Web,79,USD,3/16/19,9/16/19,184,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,45,0,0,0,0
23872,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/18/19,2/18/20,184,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,26,1,0,1,0
23875,JPN,Limited,RENEWAL,Web,35.97,USD,1/3/20,7/3/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,1,0,1,0
23878,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/3/19,1/3/20,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,184,40,1,27,1
23880,ARA,Limited,INITIAL_PURCHASE,Web,39.07,USD,3/27/20,6/27/20,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,5,0,0,0,0
23889,ESC,Limited,INITIAL_PURCHASE,Web,39.5,USD,12/22/19,3/22/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,12,2,0,1,0
23893,ESP,Limited,RENEWAL,Web,79,USD,1/16/19,10/16/19,273,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
23896,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/25/19,12/30/19,96,No,Yes,9/25/19,9/28/19,Off,US/Canada,Consumer,Web,Yes,Yes,15,0,0,0,0
23915,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/24/19,11/26/19,94,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,0,0,0,0
23918,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,8/19/19,11/22/19,95,No,Yes,8/19/19,8/22/19,Off,US/Canada,Consumer,Web,Yes,Yes,73,3,0,3,0
23919,ESP,Limited,RENEWAL,Web,79,USD,6/8/19,12/8/19,183,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,198,35,0,20,0
23932,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/15/19,10/15/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
23938,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/26/19,1/26/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,0,0,0,0
23939,DEU,Limited,RENEWAL,Web,79,USD,11/18/19,5/18/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,2,0,0,0,0
23952,FRA,Limited,RENEWAL,Web,35.97,USD,12/29/19,6/29/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,6,3,0,2,0
23964,ESP,Limited,RENEWAL,Web,35.97,USD,10/1/19,7/1/20,274,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
23969,FAR,Limited,INITIAL_PURCHASE,Web,39,USD,7/12/19,10/15/19,95,No,Yes,7/12/19,7/15/19,Off,US/Canada,Consumer,Web,Yes,Yes,22,0,0,0,0
23985,RUS,Limited,RENEWAL,Web,79,USD,12/31/18,12/31/19,365,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
23987,HEB,Limited,RENEWAL,Web,79,USD,2/7/19,11/23/19,289,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,41,3,0,3,0
24003,ESP,Limited,RENEWAL,Web,35.97,USD,1/6/20,7/6/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,3,0,3,0
24004,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/22/19,11/22/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,51,0,0,0,0
24007,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/17/20,5/17/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24030,FRA,Limited,INITIAL_PURCHASE,Web,37.91,USD,2/14/20,5/14/20,90,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,3,0,0,0,0
24036,KOR,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/17/20,5/20/20,93,No,Yes,2/17/20,2/20/20,On,US/Canada,Consumer,Web,Yes,Yes,9,0,0,0,0
24037,TGL,Limited,RENEWAL,Web,79,USD,7/26/19,4/29/20,278,No,Yes,7/26/19,7/29/19,On,Other,Consumer,Web,Yes,Yes,2,0,0,0,0
24040,FRA,Limited,RENEWAL,Web,35.97,USD,12/2/19,6/2/20,183,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,5,3,0,2,0
24041,ENG,Limited,RENEWAL,Web,35.97,USD,12/12/19,6/12/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,2,1,0,1,0
24046,DEU,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/15/19,5/15/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,0,0,0,0
24050,ESP,Limited,RENEWAL,Web,79,USD,7/21/19,1/21/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,13,0,0,0,0
24056,ESP,Limited,INITIAL_PURCHASE,Web,70.06,USD,6/20/19,12/20/19,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,51,1,0,1,0
24065,ESP,Limited,RENEWAL,Web,79,USD,3/14/19,12/14/19,275,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
24066,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/6/19,11/6/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24072,JPN,Limited,RENEWAL,Web,35.97,USD,8/23/19,5/23/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,4,0,3,0
24078,ITA,Limited,INITIAL_PURCHASE,Web,119,USD,7/11/19,1/11/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,40,39,0,20,0
24079,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/23/20,5/23/20,90,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,27,22,7,3,1
24092,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/1/19,10/1/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,121,6,0,6,0
24118,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/19/20,3/19/21,365,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24125,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/9/19,11/9/19,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,137,3,0,3,0
24129,ESP,Limited,RENEWAL,Web,35.97,USD,1/5/20,7/5/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,1,0,1,0
24132,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/6/19,12/6/19,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24135,ITA,Limited,RENEWAL,Web,79,USD,7/7/19,1/10/20,187,No,Yes,7/7/19,7/10/19,On,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
24140,ESP,Limited,INITIAL_PURCHASE,Web,49,USD,11/7/19,5/14/20,189,No,Yes,11/11/19,11/14/19,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
24163,KOR,Limited,RENEWAL,Web,35.97,USD,8/22/19,5/26/20,278,No,Yes,8/22/19,8/25/19,On,US/Canada,Consumer,Web,Yes,Yes,8,6,0,1,0
24168,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/16/20,6/16/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,0,0,0,0
24173,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,11/28/19,2/28/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,9,1,0,1,0
24182,VIE,Limited,RENEWAL,Web,79,USD,5/1/19,2/1/20,276,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,24,15,0,5,0
24184,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/26/19,1/26/20,184,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,94,2,0,2,0
24190,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/7/20,5/10/20,93,No,Yes,2/7/20,2/10/20,Off,US/Canada,Consumer,Web,Yes,Yes,12,1,0,1,0
24192,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/16/20,5/16/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,4,0,2,0
24194,JPN,Limited,INITIAL_PURCHASE,Web,42.94,USD,1/5/20,4/5/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,15,12,0,4,0
24199,ESC,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/4/20,5/4/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,19,13,0,4,0
24200,HIN,Limited,INITIAL_PURCHASE,Web,38.34,USD,1/23/20,4/29/20,97,No,Yes,1/23/20,1/26/20,On,US/Canada,Consumer,App,No,Yes,16,10,4,5,2
24222,FRA,Limited,INITIAL_PURCHASE,Web,41.57,USD,11/30/19,2/29/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,16,1,1,1,1
24237,POR,Limited,RENEWAL,Web,79,USD,10/26/19,4/26/20,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,8,0,0,0,0
24256,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/23/20,6/23/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,2,0,1,0
24258,DEU,Limited,INITIAL_PURCHASE,Web,39.3,USD,9/26/19,12/26/19,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,20,0,0,0,0
24263,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/21/20,6/21/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24265,FRA,Limited,INITIAL_PURCHASE,Web,38.67,USD,12/14/19,3/14/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,13,2,0,2,0
24267,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/17/19,11/18/19,93,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
24275,ITA,Limited,INITIAL_PURCHASE,Web,37.91,USD,9/27/19,3/27/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,17,17,0,4,0
24276,KOR,Limited,INITIAL_PURCHASE,Web,39.5,USD,11/21/19,2/21/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,11,0,0,0,0
24293,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/31/20,6/30/20,91,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,6,5,0,3,0
24294,TUR,Limited,RENEWAL,Web,79,USD,10/19/18,10/19/19,365,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,160,0,0,0,0
24304,FRA,Limited,RENEWAL,Web,79,USD,1/2/19,10/2/19,273,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,68,26,0,24,0
24309,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,4/10/19,1/17/20,282,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,32,7,2,5,2
24315,ESP,Limited,INITIAL_PURCHASE,Web,39.32,USD,3/22/20,7/3/20,103,No,Yes,3/22/20,3/25/20,On,US/Canada,Other,Web,Yes,Yes,12,6,0,1,0
24328,ESP,Limited,INITIAL_PURCHASE,Web,39.5,USD,11/18/19,2/18/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,0,0,0,0
24338,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,1/2/20,4/2/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,0,0,0,0
24341,ITA,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/13/19,1/13/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,15,0,0,0,0
24342,ESP,Limited,INITIAL_PURCHASE,Web,37.77,USD,3/17/20,6/23/20,98,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,11,0,0,0,0
24347,ESP,Limited,INITIAL_PURCHASE,Web,69.24,USD,3/19/20,9/19/20,184,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,15,12,12,1,1
24363,SVE,Limited,INITIAL_PURCHASE,Web,65.94,USD,12/14/19,6/14/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,2,1,0,1,0
24367,ESP,Limited,INITIAL_PURCHASE,Web,41.26,USD,1/12/20,4/12/20,91,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,9,2,2,1,1
24375,ESP,Limited,RENEWAL,Web,79,USD,4/5/19,10/5/19,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24378,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/30/20,6/30/20,92,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,109,22,4,9,1
24385,FRA,Limited,RENEWAL,Web,79,USD,5/12/19,12/6/19,208,No,Yes,5/12/19,5/15/19,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0
24387,ESP,Limited,INITIAL_PURCHASE,Web,69.9,USD,9/24/19,3/24/20,182,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,9,1,0,1,0
24391,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/20/19,3/19/20,181,No,Yes,9/20/19,9/23/19,Off,US/Canada,Consumer,Web,Yes,Yes,16,2,0,2,0
24403,ESP,Limited,INITIAL_PURCHASE,Web,38.22,USD,3/3/20,6/6/20,95,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,13,6,0,2,0
24410,ENG,Limited,RENEWAL,Web,35.97,USD,8/20/19,5/20/20,274,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,7,6,0,2,0
24415,RUS,Limited,INITIAL_PURCHASE,Web,39,USD,1/12/20,4/12/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,11,6,0,2,0
24423,JPN,Limited,INITIAL_PURCHASE,Web,39.07,USD,8/6/19,11/6/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24440,FRA,Limited,INITIAL_PURCHASE,Web,42.46,USD,11/29/19,2/29/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,17,6,4,2,1
24445,FRA,Limited,RENEWAL,Web,79,USD,7/11/19,1/11/20,184,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,14,0,0,0,0
24446,HEB,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/2/19,5/2/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24448,ESC,Limited,INITIAL_PURCHASE,Web,65.94,USD,12/13/19,6/13/20,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,5,2,0,1,0
24449,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/28/19,11/28/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,191,18,6,13,3
24463,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/30/19,4/30/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,3,0,2,0
24467,JPN,Limited,RENEWAL,Web,79,USD,7/13/19,1/16/20,187,No,Yes,7/13/19,7/16/19,Off,US/Canada,Consumer,Web,Yes,Yes,8,1,0,1,0
24476,ENG,Limited,INITIAL_PURCHASE,Web,70.56,USD,10/24/19,4/24/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,0,0,0,0
24479,NED,Limited,RENEWAL,Web,79,USD,6/12/19,3/15/20,277,No,Yes,6/12/19,6/15/19,On,Europe,Consumer,Web,Yes,Yes,4,0,0,0,0
24493,ESP,Limited,INITIAL_PURCHASE,Web,49,USD,8/8/19,2/8/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,9,5,2,2,1
24511,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,3/26/20,9/26/20,184,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,1,0,1,0
24514,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/11/19,1/11/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,17,0,0,0,0
24519,ARA,Limited,INITIAL_PURCHASE,Web,13.61,USD,10/28/18,1/28/19,92,No,No,NULL,NULL,Off,Europe,Consumer,Web,Yes,Yes,19,0,0,0,0
24520,ESP,Limited,INITIAL_PURCHASE,Web,37.95,USD,12/9/19,6/12/20,186,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,12,6,2,3,1
24526,ESP,Limited,RENEWAL,Web,19.99,USD,11/15/18,8/27/19,285,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,154,5,0,3,0
24530,ENG,Limited,RENEWAL,Web,35.97,USD,12/24/19,6/24/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,6,3,0,1,0
24532,GRK,Limited,RENEWAL,Web,79,USD,5/9/19,11/9/19,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,41,0,0,0,0
24535,FRA,Limited,RENEWAL,Web,79,USD,8/1/19,5/1/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0
24538,DEU,Limited,INITIAL_PURCHASE,Web,72.53,USD,12/19/19,6/19/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0
24560,ENG,Limited,RENEWAL,Web,79,USD,7/30/19,5/1/20,276,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,1,0,1,0
24565,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/19/19,4/19/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,0,0,0,0
24568,FRA,Limited,INITIAL_PURCHASE,Web,39.16,USD,3/18/20,6/22/20,96,No,Yes,3/18/20,3/21/20,On,US/Canada,Consumer,Web,No,Yes,5,5,2,2,1
24570,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/16/20,5/16/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24571,ESP,Limited,RENEWAL,Web,79,USD,11/9/19,5/9/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,9,7,0,2,0
24574,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/5/19,7/8/20,338,No,Yes,8/5/19,8/8/19,On,US/Canada,Consumer,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
24576,ESP,Limited,RENEWAL,Web,79,USD,5/5/19,11/5/19,184,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,88,2,0,2,0
24582,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/16/20,3/16/21,365,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24586,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/22/19,12/22/19,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24593,FRA,Limited,RENEWAL,Web,79,USD,4/22/19,1/22/20,275,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,11,4,0,3,0
24596,ALL,Limited,INITIAL_PURCHASE,Web,102.35,USD,3/13/20,3/13/21,365,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,9,3,0,2,0
24612,KOR,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/22/19,11/22/19,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,109,1,0,1,0
24614,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,12/8/19,3/8/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,28,16,3,6,1
24633,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/3/19,3/3/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,22,8,0,2,0
24637,ESP,Limited,RENEWAL,Web,35.97,USD,9/28/19,6/28/20,274,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
24647,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/8/19,1/8/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,22,0,0,0,0
4921,ESP,Limited,INITIAL_PURCHASE,Web,42.8,USD,3/29/20,7/2/20,95,No,Yes,3/14/20,3/17/20,Off,US/Canada,Consumer,Web,No,Yes,1,0,0,0,0
24661,CHI,Limited,RENEWAL,Web,79,USD,3/1/19,12/1/19,275,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,35,3,0,3,0
24670,ESP,Limited,RENEWAL,Web,35.97,USD,8/21/19,5/24/20,277,No,Yes,8/21/19,8/24/19,On,Other,Consumer,Web,Yes,Yes,7,7,0,2,0
24673,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/21/19,12/21/19,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL
24679,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/27/20,3/27/21,365,No,Yes,3/23/20,3/26/20,On,US/Canada,Consumer,Web,Yes,Yes,8,4,0,2,0
